Date,11389800,11390000,11407800,11407800_I_ENGLB,11407800_I_MFY013,11407800_I_NFY029,11407900,11408000,11408500,11408550,11408870,11408880,11409000,11409300,11409350,11409400,11409500,11410000,11411500,11412000,11412500,11413000,11413250,11413300,11413500,11413510,11413515,11413515_I_NBLDB,11413517,11413520,11414000,11414090,11414090_I_ENGLB,11414090_I_SFY007,11414090_I_SPLDG,11414100,11414140,11414140_I_ENGLB,11414140_I_SPLDG,11414170,11414196,11414200,11414205,11414205_I_CMBIE,11414205_I_RLLNS,11414250,11414400,11414400_I_BOWMN,11414400_I_FRNCH,11414440,11414440_I_BOWMN,11414440_I_ENGLB,11414440_I_FRNCH,11414465,11414465_I_BOWMN,11414465_I_ENGLB,11414465_I_FRNCH,11415500,11416000,11416100,11416200,11416500,11416700,11417500,11418000,11418500,11418500_I_DER001,11419000,11420700,11421720,11421725,11421750,11421760,11421770,11421800,11421800_I_RLLNS,11422000,11422500,11423500,11424000,11426190,CAMP_FAR,CAMP_FAR_I_RLLNS,CHANGE_IN,ENGLEBRIGHT_DAM,LAKE_COMBIE,LAKE_COMBIE_I_RLLNS,LAKE_MERLE,OLD_BULLARDS,OLD_BULLARDS_I_NBLDB,SCOTTS_FLAT,SCOTTS_FLAT_I_DER001,WILSON_CREEK,YB-184,TOWLE_CANAL,NID_COMBIE_DIVERSIONS,CFWID_DIVERSIONS,SSWD_DIVERSIONS,DC-145,TARR_DITCH,DC-102,DS_CANAL_SPILLS_I_RLLNS,MERLC_RELEASE,DRY_CREEK_DIV_I_MERLC
1921-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4.3,4.3,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
1921-10-31,2.0,9.6,,,,,,0.0,,,,,,,,,0.500509090909091,2.889917355371901,8.768132231404959,0.086697520661157,0.5134214876033057,,0.0,,,,,,,,,,,,,,,,,18.1,,3.4,,2.3,2.3,,3.1,3.1,3.1,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,2.677882227865574,,19.337851239669423,,1.9,,,,,,,13.588760330578513,,1.4449586776859504,,1.0,,,-20.05,,,,,,,0.0,0.0,,,0.6,0.9,0.3,0.0,0.0,0.8,2.0,0.0,,
1921-11-30,1.0,9.6,,,,,,0.0,,,,,,,,,0.9282644628099174,3.5107438016528927,9.990743801652892,0.1588760330578512,0.6188429752066116,,0.0,,,,,,,,,,,,,,,,,13.2,,2.6,,2.2,2.2,,2.8,2.8,2.8,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,2.924750670935688,,25.61652892561984,,1.3,,,,,,,12.079338842975206,,1.3745454545454543,,0.0,,,-13.42,,,,,,,0.0,0.0,,,0.4,0.9,0.0,0.0,0.0,0.0,1.8,0.0,,
1921-12-31,2.0,24.9,,,,,,0.0,,,,,,,,,4.888264462809916,12.912396694214875,15.193586776859505,0.8731239669421488,1.3527272727272728,,0.0,,,,,,,,,,,,,,,,,8.3,,3.9,,2.5,2.5,,2.9,2.9,2.9,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,4.549696534156447,,110.06280991735537,,1.0,,,,,,,9.530578512396694,,27.146776859504133,,0.0,,,-9.68,,,,,,,0.0,0.0,,,0.2,0.4,0.0,0.0,0.0,0.0,1.9,0.0,,
1922-01-31,2.0,20.5,,,,,,0.0,,,,,,,,,5.1895537190082655,12.72793388429752,19.55920661157025,0.8731239669421488,1.0821818181818184,,0.0,,,,,,,,,,,,,,,,,9.3,,3.7,,2.6,2.6,,3.3,3.3,3.3,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,6.800452039216529,,112.3993388429752,,1.3,,,,,,,7.132561983471074,,22.123239669421487,,0.0,,,-4.83,,,,,,,0.0,0.0,,,0.2,0.3,0.0,0.0,0.0,0.0,1.9,0.0,,
1922-02-28,2.0,50.1,,,,,,0.0,,,,,,,,,16.57785123966942,43.09685950413223,25.102809917355373,2.565818181818182,2.360330578512397,,0.0,,,,,,,,,,,,,,,,,5.1,,3.0,,0.6,0.6,,4.1,4.1,4.1,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,9.61683205528021,,310.45289256198345,,1.4,,,,,,,11.718347107438015,,149.78380165289255,,0.0,,,-2.01,,,,,,,0.0,0.0,,,0.2,0.1,0.0,0.0,0.0,0.0,1.8,0.0,,
1922-03-31,3.0,38.7,,,,,,0.0,,,,,,,,,16.15894214876033,41.811570247933886,34.5683305785124,3.3695206611570248,2.846876033057851,,0.0,,,,,,,,,,,,,,,,,7.0,,3.3,,0.9,0.9,,5.5,5.5,5.5,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,16.352307697453508,,251.97619834710744,,1.4,,,,,,,15.802314049586776,,96.53553719008264,,0.0,,,-2.39,,,,,,,0.0,0.0,,,0.1,0.0,0.0,0.0,0.0,0.0,1.3,0.0,,
1922-04-30,2.0,42.3,,,,,,0.0,,,,,,,,,20.90380165289256,69.08429752066115,66.82314049586776,4.659173553719008,5.694545454545454,,0.0,,,,,,,,,,,,,,,,,14.5,,4.9,,3.7,3.7,,7.3,7.3,7.3,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,31.816681970700664,,379.9933884297521,,1.7,,,,,,,10.115702479338845,,60.51570247933884,,0.0,,,21.08,,,,,,,0.0,0.0,,,0.1,0.1,4.3,0.0,0.0,0.0,1.1,0.0,,
1922-05-31,2.0,57.9,,,,,,0.0,,,,,,,,,21.735867768595043,162.51173553719008,193.0710743801653,8.325421487603306,11.516628099173555,,0.0,,,,,,,,,,,,,,,,,15.8,,2.5,,1.8,1.8,,9.3,9.3,9.3,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,51.80120780164032,,776.5884297520661,,2.0,,,,,,,16.970578512396695,,34.64826446280992,,1.0,,,68.98,,,,,,,0.0,0.0,,,0.2,1.0,2.6,0.0,0.0,0.8,1.3,0.0,,
1922-06-30,3.0,35.3,,,,,,0.0,,,,,,,,,5.361322314049587,110.08264462809916,184.22479338842976,3.6773553719008265,4.784132231404959,,0.0,,,,,,,,,,,,,,,,,17.7,,7.4,,6.5,6.5,,10.8,10.8,10.8,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,11.665258568421194,,606.9421487603306,,2.3,,,,,,,16.244628099173553,,11.127272727272729,,1.0,,,13.02,,,,,,,0.0,0.0,,,0.4,1.1,1.5,0.0,0.0,1.6,2.1,0.0,,
1922-07-31,2.0,14.5,,,,,,0.0,,,,,,,,,0.971504132231405,14.695537190082645,40.90155371900827,0.3670809917355372,0.7378512396694215,,0.0,,,,,,,,,,,,,,,,,17.800000000000004,,7.7,,5.7,5.7,,8.9,8.9,8.9,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,2.506211052967416,,87.37388429752066,,2.6,,,,,,,14.511074380165288,,2.490247933884297,,2.0,,,-14.61,,,,,,,0.0,0.0,,,0.6,1.1,0.7,0.0,0.0,1.9,2.8,0.0,,
1922-08-31,2.0,9.3,,,,,,0.0,,,,,,,,,0.2773090909090909,4.242644628099174,17.173487603305784,0.1180561983471074,0.3689256198347107,,0.0,,,,,,,,,,,,,,,,,18.4,,7.3,,5.7,5.7,,6.5,6.5,6.5,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,1.7890232475733967,,29.91371900826446,,2.6,,,,,,,15.064462809917355,,0.8362314049586776,,1.0,,,-24.98,,,,,,,0.0,0.0,,,0.6,1.0,0.3,0.0,0.0,1.7,2.8,0.0,,
1922-09-30,1.0,7.7,,,,,,0.0,,,,,,,,,0.1475702479338843,2.618181818181818,10.472727272727273,0.0595041322314049,0.3570247933884297,,0.0,,,,,,,,,,,,,,,,,17.299999999999997,,6.3,,5.2,5.2,,4.3,4.3,4.3,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,1.470503094320094,,16.607603305785123,,2.3,,,,,,,16.482644628099173,,1.1127272727272728,,1.0,,,-23.05,,,,,,,0.0,0.0,,,0.5,1.1,0.3,0.0,0.0,2.0,2.3,0.0,,
1922-10-31,2.0,8.8,,,,,,0.0,,,,,,,,,0.5884363636363635,3.873719008264463,12.039272727272728,0.2164363636363636,0.5238743801652893,,0.0,,,,,,,,,,,,,,,,,15.8,,5.0,,4.4,4.4,,3.1,3.1,3.1,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,3.441648442348938,,21.053355371900825,,2.3,,,,,,,14.818512396694215,,3.1604628099173557,,0.0,,,-18.01,,,,,,,0.0,0.0,,,0.6,1.1,0.3,0.0,0.0,0.8,2.0,0.0,,
1922-11-30,1.0,15.4,,,,,,0.0,,,,,,,,,1.92198347107438,7.79504132231405,13.828760330578511,0.4992396694214876,1.0175206611570249,,0.0,,,,,,,,,,,,,,,,,9.099999999999998,,2.5,,2.1,2.1,,2.8,2.8,2.8,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,3.917844962710844,,51.96495867768595,,0.9,,,,,,,10.175206611570248,,10.294214876033058,,0.0,,,-8.86,,,,,,,0.0,0.0,,,0.4,0.6,0.0,0.0,0.0,0.0,1.8,0.0,,
1922-12-31,2.0,45.8,,,,,,0.0,,,,,,,,,13.877752066115702,46.607603305785126,33.049586776859506,2.8714710743801657,3.750743801652893,,0.0,,,,,,,,,,,,,,,,,10.6,,3.1,,3.0,3.0,,2.9,2.9,2.9,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,12.594541682666431,,283.1504132231405,,1.8,,,,,,,8.423801652892562,,102.99173553719008,,0.0,,,-0.32,,,,,,,0.0,0.0,,,0.2,0.1,0.0,0.0,0.0,0.0,1.8,0.0,,
1923-01-31,2.0,27.4,,,,,,0.0,,,,,,,,,6.456198347107441,25.886280991735536,28.751603305785125,2.06598347107438,3.000595041322314,,0.0,,,,,,,,,,,,,,,,,13.8,,3.9,,3.8,3.8,,3.3,3.3,3.3,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,13.207230807946704,,158.7609917355372,,1.9,,,,,,,0.1106776859504132,,69.35801652892562,,0.0,,,-10.58,,,,,,,0.0,0.0,,,0.2,0.1,0.0,0.0,0.0,0.0,1.9,0.0,,
1923-02-28,2.0,17.3,,,,,,0.0,,,,,,,,,4.226380165289256,18.771570247933884,22.042710743801653,1.249586776859504,2.177057851239669,,0.0,,,,,,,,,,,,,,,,,5.6,,2.0,,1.7,1.7,,4.1,4.1,4.1,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,10.123982262912875,,104.74314049586776,,1.4,,,,,,,0.216595041322314,,36.543471074380165,,0.0,,,-0.26,,,,,,,0.0,0.0,,,0.2,0.1,0.0,0.0,0.0,0.0,1.7,0.0,,
1923-03-31,3.0,17.3,,,,,,0.0,,,,,,,,,4.476297520661157,24.28760330578512,31.512396694214875,1.6355702479338845,3.3695206611570248,,0.0,,,,,,,,,,,,,,,,,12.9,,2.7,,2.4,2.4,,5.5,5.5,5.5,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,13.97389655365189,,133.12066115702478,,1.6,,,,,,,11.805619834710743,,29.04674380165289,,0.0,,,9.92,,,,,,,0.0,0.0,,,0.1,0.7,0.0,0.0,0.0,0.0,1.8,0.0,,
1923-04-30,2.0,31.7,,,,,,0.0,,,,,,,,,10.919008264462809,73.01157024793389,64.8,4.010578512396695,6.313388429752066,,0.0,,,,,,,,,,,,,,,,,12.1,,1.9,,1.9,1.9,,7.3,7.3,7.3,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,19.584891265797182,,374.2809917355372,,2.0,,,,,,,14.04297520661157,,68.31074380165289,,0.0,,,41.38,,,,,,,0.0,0.0,,,0.1,0.4,4.3,0.0,0.0,0.0,1.6,0.0,,
1923-05-31,2.0,19.3,,,,,,0.0,,,,,,,,,2.988297520661157,80.73322314049587,111.29256198347107,2.207404958677686,2.64396694214876,,0.0,,,,,,,,,,,,,,,,,17.6,,7.3,,6.1,6.1,,9.3,9.3,9.3,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,11.72839147073853,,377.2879338842975,,2.2,,,,,,,16.90909090909091,,20.241719008264464,,1.0,,,50.85,,,,,,,0.0,0.0,,,0.2,1.1,2.6,0.0,0.0,0.8,2.4,0.0,,
1923-06-30,3.0,13.3,,,,,,0.0,,,,,,,,,1.2257851239669422,35.583471074380164,59.50413223140496,0.468297520661157,1.0056198347107437,,0.0,,,,,,,,,,,,,,,,,17.5,,8.2,,6.3,6.3,,10.8,10.8,10.8,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,3.2331569678865293,,184.5223140495868,,2.3,,,,,,,15.530578512396694,,13.340826446280992,,1.0,,,6.59,,,,,,,0.0,0.0,,,0.4,1.2,1.5,0.0,0.0,1.6,2.3,0.0,,
1923-07-31,2.0,8.4,,,,,,0.0,,,,,,,,,0.4556231404958676,10.145454545454545,27.761652892561983,0.1973752066115703,0.4500892561983471,,0.0,,,,,,,,,,,,,,,,,18.2,,6.2,,4.4,4.4,,8.9,8.9,8.9,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,1.4216379318859254,,67.14446280991736,,2.5,,,,,,,13.957685950413223,,5.755239669421487,,1.0,,,-14.35,,,,,,,0.0,0.0,,,0.6,1.2,0.7,0.0,0.0,1.9,2.9,0.0,,
1923-08-31,2.0,6.3,,,,,,0.0,,,,,,,,,0.1979900826446281,3.320330578512397,16.31266115702479,0.0462386776859504,0.3129719008264462,,0.0,,,,,,,,,,,,,,,,,16.6,,4.9,,4.4,4.4,,6.5,6.5,6.5,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,1.3020409711573393,,26.390479338842976,,1.6,,,,,,,14.63404958677686,,2.93295867768595,,1.0,,,-21.6,,,,,,,0.0,0.0,,,0.6,0.9,0.3,0.0,0.0,1.7,2.7,0.0,,
1923-09-30,1.0,6.9,,,,,,0.0,,,,,,,,,0.3582148760330578,3.272727272727273,12.168595041322314,0.0737851239669421,0.3076363636363636,,0.0,,,,,,,,,,,,,,,,,16.100000000000005,,6.3,,5.0,5.0,,4.3,4.3,4.3,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,1.5057249215947195,,22.5699173553719,,1.8,,,,,,,15.23305785123967,,2.023140495867769,,1.0,,,-21.36,,,,,,,0.0,0.0,,,0.5,1.0,0.3,0.0,0.0,2.0,2.3,0.0,,
1923-10-31,2.0,8.5,,,,,,0.0,,,,,,,,,0.7378512396694215,4.058181818181819,11.86095867768595,0.1654016528925619,0.2342677685950413,,0.0,,,,,,,,,,,,,,,,,16.1,,5.7,,5.0,5.0,,3.1,3.1,3.1,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,2.4739315909837787,,28.29044628099173,,1.9,,,,,,,15.679338842975207,,2.3365289256198345,,1.0,,,-18.25,,,,,0.0,0.0,0.0,0.0,,,0.6,0.9,0.3,0.0,0.0,0.8,2.0,0.0,,
