Date,11389800,11390000,11407800,11407800_I_ENGLB,11407800_I_MFY013,11407800_I_NFY029,11407900,11408000,11408500,11408550,11408870,11408880,11409000,11409300,11409350,11409400,11409500,11410000,11411500,11412000,11412500,11413000,11413250,11413300,11413500,11413510,11413515,11413515_I_NBLDB,11413517,11413520,11414000,11414090,11414090_I_ENGLB,11414090_I_SFY007,11414090_I_SPLDG,11414100,11414140,11414140_I_ENGLB,11414140_I_SPLDG,11414170,11414196,11414200,11414205,11414205_I_CMBIE,11414205_I_RLLNS,11414250,11414400,11414400_I_BOWMN,11414400_I_FRNCH,11414440,11414440_I_BOWMN,11414440_I_ENGLB,11414440_I_FRNCH,11414465,11414465_I_BOWMN,11414465_I_ENGLB,11414465_I_FRNCH,11415500,11416000,11416100,11416200,11416500,11416700,11417500,11418000,11418500,11418500_I_DER001,11419000,11420700,11421720,11421725,11421750,11421760,11421770,11421800,11421800_I_RLLNS,11422000,11422500,11423500,11424000,11426190,CAMP_FAR,CAMP_FAR_I_RLLNS,CHANGE_IN,ENGLEBRIGHT_DAM,LAKE_COMBIE,LAKE_COMBIE_I_RLLNS,LAKE_MERLE,OLD_BULLARDS,OLD_BULLARDS_I_NBLDB,SCOTTS_FLAT,SCOTTS_FLAT_I_DER001,WILSON_CREEK,YB-184,TOWLE_CANAL,NID_COMBIE_DIVERSIONS,CFWID_DIVERSIONS,SSWD_DIVERSIONS,DC-145,TARR_DITCH,DC-102,DS_CANAL_SPILLS_I_RLLNS,MERLC_RELEASE,DRY_CREEK_DIV_I_MERLC
1955-01-31,4.28,18.489322314049588,,,,,,0.7993388429752066,0.0,,,,9.54287603305785,,,,3.252694214876033,,,,,17.23497520661157,0.0,,43.16429752066116,,,,,,1.752396694214876,6.6,6.6,6.6,6.6,,20.3,20.3,20.3,24.2,,6.1,4.7,4.7,4.7,,0.6,0.6,0.6,0.0,0.0,0.0,0.0,,,,,5.0,12.248330578512396,,,0.0780892561983471,,,67.3289256198347,9.89114095436422,7.60601652892562,,,1.1,,,,,,,26.9,,,34.24859504132231,0.0,,,,70.2,5.2,5.2,,10.7,10.7,9.35,9.35,,,0.2,1.000244628,0.0,0.0,1.3,0.0,2.2,0.78,,
1955-02-28,3.92,14.239735537190082,,,,,,0.8330578512396695,0.0,,,,8.2361652892562,,,,2.832396694214876,,,,,15.350479338842977,0.0,,35.29943801652892,,,,,,2.4214214876033053,4.4,4.4,4.4,4.4,,18.8,18.8,18.8,13.9,,3.0,1.8,1.8,1.8,,0.6,0.6,0.6,0.0,0.0,0.0,0.0,,,,,3.9,4.698446280991735,,,0.0905256198347107,,,57.25884297520661,7.253761603686385,4.104198347107438,,,1.0,,,,,,,10.5,,,21.21520661157025,0.0,,,,70.3,5.6,5.6,,13.6,13.6,10.85,10.85,,,0.2,0.946512397,0.0,0.0,1.3,0.0,1.7,0.78,,
1955-03-31,4.79,18.45242975206612,,,,,,1.6601652892561984,0.0977652892561983,,,,12.703338842975208,,,,4.0704793388429765,,,,,24.14618181818182,0.0,,61.54909090909091,,,,,,5.804429752066116,6.1,6.1,6.1,6.1,,17.8,17.8,17.8,21.1,,3.3,2.099999999999999,2.1,2.1,,0.6,0.6,0.6,0.0,0.0,0.0,0.0,,,,,3.2,7.218644628099174,,,0.0891570247933884,,,89.58743801652892,5.806066329988193,2.8960661157024794,,,1.1,,,,,,,24.5,,,14.080661157024794,0.0,,,,70.9,5.1,5.1,,14.4,14.4,12.98,12.98,,,0.1,1.624502479,0.0,0.0,0.6,0.0,1.7,0.36,,
1955-04-30,4.9,26.699504132231404,,,,,,5.474380165289256,0.0081520661157024,,,,18.458181818181817,,,,5.391074380165289,,,,,39.27272727272727,0.0,,90.74380165289256,,,,,,11.067768595041322,8.7,8.7,8.7,8.7,,43.8,43.8,43.8,7.7,,0.8,0.4,0.4,0.4,,0.6,0.6,0.6,0.0,0.0,0.0,0.0,,,,,8.04,9.413553719008265,,,0.0910413223140495,,,130.31404958677686,3.92108616292798,3.647603305785124,,,0.8,,,,,,,20.1,,,6.0694214876033055,0.0,,,,70.8,7.2,7.2,,14.3,14.3,11.47,11.47,,,0.1,2.334942149,0.6,0.0,0.6,0.4,1.1,0.36,,
1955-05-31,5.54,30.202710743801653,,,,,,14.63404958677686,7.144859504132231,,,,38.64495867768595,,,,6.062677685950415,,,,,95.73619834710745,0.0,,177.82214876033058,,,,,,41.88535537190083,33.3,33.3,33.3,33.3,,73.2,73.2,73.2,31.799999999999997,,5.3,4.199999999999998,4.2,4.2,,0.6,0.6,0.6,0.0,0.0,0.0,0.0,,,,,35.1,3.627768595041322,,,0.1235900826446281,,,249.39371900826447,9.27113133293979,1.303537190082645,,,1.1,,,,,,,27.3,,,14.511074380165288,0.0,,,,71.3,7.2,7.2,,14.7,14.7,19.5,19.5,,,0.2,4.568171901,1.1,0.0,1.3,2.3,1.9,0.78,,
1955-06-30,4.8,14.060826446280991,,,,,,11.305785123966942,2.0290909090909093,,,,13.150413223140497,,,,1.0472727272727274,,,,,49.1801652892562,0.0,,73.84462809917355,,,,,,21.49289256198347,46.7,46.7,46.7,46.7,,67.7,67.7,67.7,27.8,,6.6,4.3,4.3,4.3,,10.8,10.8,10.8,0.0,0.0,0.0,0.0,,,,,55.6,0.2380165289256198,,,0.348099173553719,,,100.7404958677686,2.370003093270366,0.3016859504132231,,,1.4,,,,,,,25.6,,,1.963636363636364,0.2,,,,69.7,5.4,5.4,,13.4,13.4,18.36,18.36,,,0.4,5.340178512,2.0,0.0,3.7,3.0,2.9,2.22,,
1955-07-31,3.81,9.438347107438016,,,,,,1.3527272727272728,0.0,,,,3.5355371900826444,,,,0.3984396694214877,,,,,13.539570247933884,0.0,,27.269752066115704,,,,,,3.105123966942149,37.9,37.9,37.9,37.9,,68.0,68.0,68.0,23.3,,5.7,4.0,4.0,4.0,,10.6,10.6,10.6,0.0,0.0,0.0,0.0,,,,,45.1,13.250578512396697,,,0.0176469421487603,,,43.16429752066116,-0.2065336340023587,0.2816132231404958,,,1.7,,,,,,,24.3,,,0.4857520661157025,1.8,,,,57.8,2.1,2.1,,6.7,6.7,12.5,12.5,,,0.6,4.414889256,2.3,0.0,5.4,3.2,3.4,3.24,,
1955-08-31,3.47,7.931900826446281,,,,,,0.4365619834710744,0.0,,,,2.5209917355371902,,,,0.1813884297520661,,,,,8.313123966942147,0.0,,13.76092561983471,,,,,,1.223603305785124,22.9,22.9,22.9,22.9,,67.6,67.6,67.6,27.7,,7.7,5.5,5.5,5.5,,10.1,10.1,10.1,0.0,0.0,0.0,0.0,,,,,35.3,12.863206611570249,,,0.0061487603305785,,,38.829421487603305,-0.6881187356821797,0.2969851239669421,,,1.6,,,,,,,25.4,,,0.3135867768595041,1.7,,,,30.9,2.4,2.4,,3.7,3.7,7.6,7.6,,,0.6,3.811319008,0.9,0.0,5.3,3.3,3.5,3.18,,
1955-09-30,3.62,8.03900826446281,,,,,,0.1666115702479338,0.0,,,,2.374214876033058,,,,0.168396694214876,,,,,7.265454545454546,0.0,,10.466776859504131,,,,,,1.4459504132231404,3.3,3.3,3.3,3.3,,65.7,65.7,65.7,26.7,,7.4,6.4,6.4,6.4,,0.6,0.6,0.6,0.0,0.0,0.0,0.0,,,,,31.6,13.096859504132231,,,0.0059504132231404,,,15.393719008264462,-0.4004821146875426,0.300495867768595,,,0.6,,,,,,,26.5,,,0.3094214876033058,1.7,,,,26.2,1.5,1.5,,3.5,3.5,4.75,4.75,,,0.5,3.122836364,0.8,0.0,4.9,3.1,3.1,2.94,,
1955-10-31,2.276,6.98499173553719,,,,,,0.2090578512396694,0.0,,,,2.0290909090909093,,,,0.2305785123966942,,,,,7.286280991735537,0.0,,10.225388429752067,,,,,,1.4019173553719009,2.6,2.6,2.6,2.6,,48.4,48.4,48.4,26.2,,7.3,6.4,6.4,6.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,19.5,13.441190082644628,,,0.0150644628099173,,,13.447338842975206,-0.0948244849260853,0.3830677685950414,,,0.5,,,,,,,27.7,,,1.906115702479339,1.7,,,,25.3,0.0,0.0,,2.7,2.7,4.4,4.4,,,0.6,1.928489256,0.5,0.0,3.6,2.2,2.1,2.16,,
1955-11-30,2.268,9.074380165289256,,,,,,0.4462809917355372,0.0,,,,3.504793388429752,,,,0.7438016528925618,,,,,9.788429752066117,0.0,,17.220495867768594,,,,,,0.5950413223140496,3.7,3.7,3.7,3.7,,33.4,33.4,33.4,25.5,,4.2,3.5,3.5,3.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10.9,10.056198347107438,,,0.0696198347107437,,,23.06380165289256,3.3285215921216,1.2138842975206612,,,0.3,,,,,,,25.5,,,2.439669421487604,0.4,,,,29.6,0.0,0.0,,4.2,4.2,7.0,7.0,,,0.4,2.121163636,0.0,0.0,0.5,0.0,1.8,0.3,,
1955-12-31,3.0060000000000007,126.72595041322316,,,,,,7.255537190082644,20.94267768595041,,,,151.56694214876032,,,,34.52528925619835,,,,,196.2684297520661,0.0,,499.15636363636366,,,,,,44.28952066115702,24.6,24.6,24.6,24.6,,63.5,63.5,63.5,21.0,,5.0,3.0,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,48.3,3.1973553719008265,,,1.0022479338842976,,,933.3818181818182,78.00296507674146,59.034247933884295,,,0.2,,,,,,,21.0,,,215.2680991735537,0.0,,,,71.6,5.7,5.7,,15.5,15.5,26.71,26.71,,,0.2,1.586380165,0.0,0.0,0.1,0.0,1.1,0.06,,
1956-01-31,4.85,113.6905785123967,,,,,,6.148760330578512,4.63001652892562,,,,93.27669421487604,,,,32.551537190082634,,,,,134.780826446281,0.0,,340.1494214876033,,,,,,19.69447933884297,30.6,30.6,30.6,30.6,,62.6,62.6,62.6,34.6,,7.5,5.4,5.4,5.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,64.1,3.683107438016529,,,0.4408661157024794,,,649.3090909090909,56.99847999892056,61.3523305785124,,,0.2,,,,,,,21.8,,,184.7087603305785,0.0,,,,71.7,5.7,5.7,,15.0,15.0,26.71,26.71,,,0.2,1.047669421,0.0,0.0,0.0,0.0,0.6,0.0,,
1956-02-29,4.582,80.12628099173554,,,,,,4.1414876033057855,0.1288462809917355,,,,35.08185123966942,,,,9.042247933884296,,,,,58.95867768595041,0.0,,143.85917355371902,,,,,,7.356892561983472,35.4,35.4,35.4,35.4,,49.1,49.1,49.1,31.7,,7.0,5.9,5.9,5.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,64.0,12.326677685950417,,,0.6614876033057852,,,254.2988429752066,23.157464336346766,27.126743801652896,,,0.2,,,,,,,19.3,,,74.4892561983471,0.0,,,,72.1,5.7,5.7,,14.6,14.6,26.71,26.71,,,0.2,1.476297521,0.0,0.0,0.0,0.0,1.4,0.0,,
1956-03-31,5.92,42.53097520661158,,,,,,3.750743801652893,0.5632264462809916,,,,32.6499173553719,,,,9.05712396694215,,,,,57.43557024793388,0.0,,134.96528925619836,,,,,,11.03087603305785,40.7,40.7,40.7,40.7,,44.7,44.7,44.7,31.799999999999997,,7.6,6.5,6.5,6.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,54.1,13.502677685950411,,,0.462386776859504,,,219.8181818181818,12.137681811435316,15.882247933884296,,,0.1,,,,,,,28.1,,,40.70479338842975,0.0,,,,71.3,5.7,5.7,,14.8,14.8,26.71,26.71,,,0.1,1.569699174,0.0,0.0,0.0,0.0,2.1,0.0,,
1956-04-30,6.006,37.10082644628099,,,,,,9.461157024793389,2.505123966942149,,,,32.76297520661157,,,,6.075371900826446,,,,,80.74710743801653,0.0,,165.4809917355372,,,,,,26.51504132231405,42.8,42.8,42.8,42.8,,69.6,69.6,69.6,31.7,,7.2,3.5,3.5,3.5,,6.8,6.8,6.8,0.0,0.0,0.0,0.0,,,,,69.5,9.8598347107438,,,0.7616528925619834,,,232.8396694214876,7.096880918181818,6.218181818181818,,,0.1,,,,,,,18.6,,,26.776859504132236,0.0,,,,71.3,5.7,5.7,,15.0,15.0,27.78,27.78,,,0.1,3.683305785,0.6,0.0,1.0,1.2,1.7,0.6,,
1956-05-31,5.324,41.38730578512397,,,,,,10.268429752066115,28.89302479338843,,,,72.12495867768595,,,,6.8189752066115705,,,,,154.82578512396694,0.0,,259.78512396694214,,,,,,59.30479338842975,44.4,44.4,44.4,44.4,,73.8,73.8,73.8,34.2,,7.8,1.2,1.2,1.2,,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,70.3,4.316429752066116,,,35.22009917355371,,,512.1917355371901,7.512928934179459,3.744595041322314,,,0.2,,,,,,,27.4,,,32.15801652892562,0.0,,,,72.2,5.7,5.7,,15.1,15.1,26.71,26.71,,,0.2,5.003504132,1.2,0.0,2.6,2.9,1.9,1.56,,
1956-06-30,5.3,20.213553719008264,,,,,,5.771900826446281,21.034710743801654,,,,39.12396694214876,,,,1.5054545454545454,,,,,101.87107438016528,0.0,,139.29917355371902,,,,,,42.84892561983471,46.7,46.7,46.7,46.7,,74.6,74.6,74.6,33.3,,7.2,6.3,6.3,6.3,,14.7,14.7,14.7,0.0,0.0,0.0,0.0,,,,,70.4,0.2903801652892562,,,24.21818181818182,,,269.9702479338843,2.887212053508181,0.3689256198347107,,,0.5,,,,,,,27.4,,,2.856198347107438,0.0,,,,70.8,7.2,7.2,,14.1,14.1,27.78,27.78,,,0.4,5.203834711,2.0,0.0,3.7,3.4,3.0,2.22,,
1956-07-31,4.472000000000001,11.627305785123967,,,,,,4.119669421487603,0.0854677685950413,,,,7.206347107438017,,,,0.6763636363636364,,,,,32.182611570247936,0.0,,43.62545454545455,,,,,,5.767537190082645,46.2,46.2,46.2,46.2,,68.5,68.5,68.5,28.2,,6.1,4.8,4.8,4.8,,13.8,13.8,13.8,0.0,0.0,0.0,0.0,,,,,65.1,13.545719008264465,,,0.7870413223140496,,,58.28409917355372,2.2134323971664696,0.3086677685950413,,,1.0,,,,,,,28.7,,,0.4919008264462809,1.1,,,,67.8,3.3,3.3,,12.3,12.3,25.6,25.6,,,0.6,5.026710744,2.3,0.0,4.3,3.7,3.4,2.58,,
1956-08-31,3.703,9.26003305785124,,,,,,0.7378512396694215,0.0,,,,3.105123966942149,,,,0.3652363636363637,,,,,14.529520661157024,0.0,,27.23900826446281,,,,,,3.5785785123966942,33.8,33.8,33.8,33.8,,68.2,68.2,68.2,27.7,,6.1,4.199999999999998,4.2,4.2,,1.7,1.7,1.7,0.0,0.0,0.0,0.0,,,,,66.4,13.631801652892564,,,0.0019676033057851,,,43.18889256198347,-1.757999809799294,0.3916760330578512,,,1.4,,,,,,,28.4,,,0.4427107438016529,1.9,,,,57.0,1.6,1.6,,4.6,4.6,17.99,17.99,,,0.6,3.900456198,1.2,0.0,5.5,3.7,3.3,3.3,,
1956-09-30,4.072,9.074380165289256,,,,,,0.3808264462809917,0.0,,,,2.683636363636364,,,,0.3302479338842975,,,,,11.775867768595038,0.0,,17.869090909090907,,,,,,2.255206611570248,17.9,17.9,17.9,17.9,,68.8,68.8,68.8,27.1,,6.8,3.900000000000001,3.9,3.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,57.2,13.328925619834711,,,0.0107107438016528,,,34.66115702479339,-1.0704297343565532,0.672396694214876,,,1.3,,,,,,,27.9,,,0.5474380165289257,1.8,,,,41.1,3.2,3.2,,2.6,2.6,11.37,11.37,,,0.5,3.319378512,1.5,0.0,5.2,3.7,2.9,3.12,,
1956-10-31,4.8420000000000005,11.430545454545454,,,,,,0.5595371900826446,0.0,,,,4.519338842975206,,,,0.959206611570248,,,,,14.75702479338843,0.0,,15.58095867768595,,,,,,2.4103140495867774,4.1,4.1,4.1,4.1,,65.4,65.4,65.4,29.6,,6.8,6.1,6.1,6.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,45.5,13.109157024793388,,,0.0553388429752066,,,33.60912396694215,2.7194660810497315,1.8077355371900827,,,1.3,,,,,,,28.5,,,4.673057851239669,1.8,,,,28.3,5.6,5.6,,13.6,13.6,11.57,11.57,,,0.6,2.286704132,0.1,0.0,3.9,2.1,2.7,2.34,,
1956-11-30,2.8220000000000005,9.080330578512395,,,,,,0.7140495867768595,0.0,,,,3.754710743801653,,,,0.6664462809917355,,,,,13.793057851239672,0.0,,32.32859504132231,,,,,,1.8089256198347108,5.6,5.6,5.6,5.6,,44.9,44.9,44.9,31.7,,6.7,6.1,6.1,6.1,,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,33.6,12.95404958677686,,,0.057897520661157,,,35.76198347107438,2.584287309327038,0.9877685950413224,,,1.7,,,,,,,27.5,,,7.31900826446281,0.9,,,,36.5,5.6,5.6,,4.2,4.2,15.4,15.4,,,0.4,1.582135537,0.0,0.0,1.3,0.0,1.6,0.78,,
1956-12-31,2.5820000000000003,8.792727272727273,,,,,,0.7993388429752066,0.0,,,,4.187305785123966,,,,0.7624462809917355,,,,,13.576462809917356,0.0,,25.2099173553719,,,,,,2.275041322314049,7.2,7.2,7.2,7.2,,30.2,30.2,30.2,27.9,,6.8,6.4,6.4,6.4,,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,22.9,13.748628099173551,,,0.0483907438016528,,,37.59352066115702,0.8111025584415558,1.3527272727272728,,,0.9,,,,,,,26.5,,,5.595371900826446,0.0,,,,33.3,5.6,5.6,,2.9,2.9,19.08,19.08,,,0.2,1.429090909,0.0,0.0,0.8,0.0,0.2,0.48,,
1957-01-31,2.8090000000000006,11.129256198347107,,,,,,0.6763636363636364,0.0,,,,6.007338842975207,,,,1.6232727272727272,,,,,14.806214876033058,0.0,,27.392727272727274,,,,,,1.389619834710744,8.0,8.0,8.0,8.0,,23.1,23.1,23.1,21.9,,4.3,1.5,1.5,1.5,,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,12.3,13.06611570247934,,,0.0474069421487603,,,35.25084297520661,5.771207938606852,3.959801652892563,,,0.8,,,,,,,24.6,,,10.145454545454545,0.0,,,,43.3,5.9,5.9,,6.4,6.4,20.0,20.0,,,0.2,1.499543802,0.0,0.0,1.8,0.0,0.0,1.08,,
1957-02-28,3.1520000000000006,33.95543801652893,,,,,,4.054214876033058,0.3354446280991736,,,,28.98485950413223,,,,9.674578512396696,,,,,61.70181818181818,0.0,,154.39338842975206,,,,,,10.435438016528924,12.4,12.4,12.4,12.4,,49.3,49.3,49.3,12.3,,2.6,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,20.5,6.814413223140496,,,0.3615471074380165,,,206.9871074380165,17.61275036329904,11.035239669421488,,,1.3,,,,,,,21.7,,,35.76595041322314,0.0,,,,72.3,6.0,6.0,,15.2,15.2,24.4,24.4,,,0.2,1.343801653,0.0,0.0,1.8,0.0,0.0,1.08,,
1957-03-31,4.913,42.29732231404959,,,,,,8.423801652892562,0.0,,,,43.68079338842976,,,,14.806214876033058,,,,,82.82380165289256,0.0,,191.65685950413223,,,,,,13.078413223140496,17.1,17.1,17.1,17.1,,56.0,56.0,56.0,31.499999999999996,,3.3,0.8,0.8,0.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,29.9,8.454545454545455,,,0.2779239669421487,,,311.3117355371901,17.698404745387084,13.51497520661157,,,1.4,,,,,,,13.9,,,73.41619834710744,0.0,,,,70.9,6.1,6.1,,14.4,14.4,26.71,26.71,,,0.1,1.526280992,0.0,0.0,1.8,0.0,0.4,1.08,,
1957-04-30,4.915000000000001,26.235371900826447,,,,,,14.4,0.0,,,,22.94479338842975,,,,4.885289256198348,,,,,61.46776859504132,0.0,,116.4495867768595,,,,,,20.677685950413224,30.0,30.0,30.0,30.0,,70.7,70.7,70.7,28.7,,6.6,6.2,6.2,6.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,43.4,9.34214876033058,,,0.1100826446280991,,,162.1487603305785,7.827565393607692,8.3900826446281,,,1.1,,,,,,,20.1,,,26.717355371900823,0.0,,,,71.0,5.7,5.7,,14.6,14.6,27.78,27.78,,,0.1,3.617057851,0.7,0.0,1.9,1.8,1.5,1.14,,
1957-05-31,5.23,41.098314049586776,,,,,,25.08694214876033,4.740694214876032,,,,50.1062479338843,,,,9.659702479338844,,,,,120.2697520661157,0.0,,211.02545454545452,,,,,,46.2140826446281,45.9,45.9,45.9,45.9,,73.8,73.8,73.8,33.4,,7.7,6.4,6.4,6.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,70.0,4.636165289256199,,,14.46803305785124,,,380.3623140495868,16.832619172609213,18.409388429752063,,,0.9,,,,,,,27.7,,,50.4198347107438,0.0,,,,71.9,5.9,5.9,,15.9,15.9,27.78,27.78,,,0.2,5.326016529,1.4,0.0,2.1,2.9,1.4,1.26,,
1957-06-30,4.96,17.125289256198347,,,,,,11.424793388429752,2.772892561983471,,,,18.11305785123967,,,,2.106446280991735,,,,,65.6925619834711,0.0,,94.6710743801653,,,,,,21.57619834710744,46.7,46.7,46.7,46.7,,71.5,71.5,71.5,27.9,,6.0,4.9,4.9,4.9,,12.9,12.9,12.9,0.0,0.0,0.0,0.0,,,,,70.0,0.5295867768595042,,,17.16694214876033,,,166.8495867768595,3.772763533344575,3.070413223140496,,,0.9,,,,,,,27.8,,,3.986776859504132,0.0,,,,70.4,4.1,4.1,,13.6,13.6,25.7,25.7,,,0.4,4.820350413,2.3,0.0,3.8,3.2,2.7,2.28,,
1957-07-31,4.08,10.514380165289255,,,,,,1.2297520661157024,0.0,,,,3.5908760330578517,,,,0.6148760330578512,,,,,19.319404958677687,0.0,,33.89811570247933,,,,,,3.0436363636363635,39.9,39.9,39.9,39.9,,67.5,67.5,67.5,25.0,,5.3,3.9,3.9,3.9,,9.7,9.7,9.7,0.0,0.0,0.0,0.0,,,,,61.6,13.865454545454543,,,0.1254347107438016,,,44.39404958677686,0.5406256028335343,0.4353322314049586,,,1.4,,,,,,,27.9,,,0.3443305785123967,1.7,,,,65.6,2.0,2.0,,8.3,8.3,19.78,19.78,,,0.6,3.769190083,2.3,0.0,5.7,3.6,3.4,3.42,,
1957-08-31,4.06,9.17395041322314,,,,,,0.3566280991735537,0.0,,,,3.0436363636363635,,,,0.3381818181818182,,,,,11.32601652892562,0.0,,21.16403305785124,,,,,,2.275041322314049,24.9,24.9,24.9,24.9,,67.0,67.0,67.0,27.5,,5.9,4.199999999999998,4.2,4.2,,4.7,4.7,4.7,0.0,0.0,0.0,0.0,,,,,55.4,13.594909090909091,,,0.0061487603305785,,,37.243041322314056,-0.4505831322314065,0.3676958677685951,,,1.4,,,,,,,26.1,,,0.2029090909090909,1.8,,,,47.8,2.3,2.3,,4.6,4.6,13.33,13.33,,,0.6,3.480198347,1.4,0.0,5.7,3.8,3.4,3.42,,
1957-09-30,3.79,9.026776859504132,,,,,,0.2023140495867768,0.0,,,,2.6717355371900826,,,,0.276099173553719,,,,,9.342148760330575,0.0,,16.054214876033058,,,,,,1.618512396694215,11.4,11.4,11.4,11.4,,66.3,66.3,66.3,26.7,,4.8,4.1,4.1,4.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,48.3,13.156363636363636,,,0.0123173553719008,,,28.847603305785125,-0.5549425174804253,0.4337851239669421,,,0.7,,,,,,,26.0,,,0.2380165289256198,1.8,,,,32.9,2.2,2.2,,2.6,2.6,7.5,7.5,,,0.5,3.190829752,1.0,0.0,5.4,3.6,3.1,3.24,,
1957-10-31,4.629,12.414347107438015,,,,,,0.7378512396694215,0.0,,,,4.095074380165289,,,,0.7194049586776858,,,,,13.539570247933884,0.0,,20.204826446280997,,,,,,1.7954380165289257,3.9,3.9,3.9,3.9,,61.7,61.7,61.7,27.4,,4.3,3.8,3.8,3.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,36.4,13.76092561983471,,,0.0428568595041322,,,29.34188429752066,1.8182035672031311,1.1129256198347108,,,1.1,,,,,,,27.9,,,3.1973553719008265,1.8,,,,30.6,3.7,3.7,,6.4,6.4,7.84,7.84,,,0.6,2.46614876,0.5,0.0,1.7,1.8,2.1,1.02,,
1957-11-30,3.967,14.495206611570248,,,,,,1.1305785123966945,0.0081520661157024,,,,5.873057851239669,,,,1.4697520661157024,,,,,17.369256198347106,0.0,,29.829421487603305,,,,,,2.796694214876033,3.6,3.6,3.6,3.6,,50.9,50.9,50.9,26.7,,5.5,4.000000000000001,4.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,27.0,13.090909090909092,,,0.0761652892561983,,,29.11537190082645,2.324819767380745,1.0651239669421488,,,1.7,,,,,,,27.2,,,3.332231404958678,1.0,,,,41.0,5.9,5.9,,8.6,8.6,10.21,10.21,,,0.4,1.141646281,0.0,0.0,1.4,0.0,1.5,0.84,,
1957-12-31,4.300000000000001,30.073586776859504,,,,,,1.8446280991735535,0.0434102479338842,,,,13.68099173553719,,,,4.377917355371901,,,,,28.610181818181815,0.0,,63.20925619834711,,,,,,4.642314049586777,5.2,5.2,5.2,5.2,,45.4,45.4,45.4,31.0,,2.3,2.099999999999999,2.1,2.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,21.8,12.93699173553719,,,0.1248198347107437,,,70.28033057851239,9.82679363428846,6.6591074380165285,,,1.9,,,,,,,28.0,,,19.122644628099174,0.0,,,,70.6,5.9,5.9,,13.8,13.8,12.98,12.98,,,0.2,1.413679339,0.0,0.0,0.7,0.0,1.3,0.42,,
1958-01-31,5.797,42.53712396694214,,,,,,1.6601652892561984,0.0,,,,18.932033057851235,,,,8.202446280991735,,,,,32.53309090909091,0.0,,84.66842975206612,,,,,,3.129719008264463,8.0,8.0,8.0,8.0,,37.8,37.8,37.8,30.3,,2.4,2.2,2.2,2.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,13.5,12.783272727272728,,,0.111292561983471,,,144.31140495867768,16.803966335301062,12.082314049586778,,,2.0,,,,,,,27.2,,,42.18049586776859,0.0,,,,71.8,6.2,6.2,,14.6,14.6,18.04,18.04,,,0.2,1.632416529,0.0,0.0,0.4,0.0,1.2,0.24,,
1958-02-28,5.238,118.29421487603304,,,,,,6.553388429752066,1.316231404958678,,,,74.64198347107438,,,,28.42393388429752,,,,,125.01421487603304,0.0,,346.38545454545454,,,,,,14.784,14.4,14.4,14.4,14.4,,56.8,56.8,56.8,26.7,,5.8,4.9,4.9,4.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,23.2,8.613818181818184,,,0.4326347107438016,,,575.9206611570248,42.979211335174575,37.8041652892562,,,2.1,,,,,,,21.4,,,128.29090909090908,0.0,,,,72.4,6.7,6.7,,15.3,15.3,26.71,26.71,,,0.2,1.432859504,0.0,0.0,0.3,0.0,0.7,0.18,,
1958-03-31,6.114,81.71702479338843,,,,,,5.0419834710743805,0.0,,,,43.29957024793389,,,,16.44178512396694,,,,,72.7398347107438,0.0,,192.6406611570248,,,,,,6.019636363636364,23.1,23.1,23.1,23.1,,42.6,42.6,42.6,33.3,,7.3,6.1,6.1,6.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,27.1,9.567471074380164,,,0.8854214876033057,,,351.95504132231406,34.11778936181481,37.476694214876034,,,2.4,,,,,,,19.3,,,120.39272727272729,0.0,,,,72.6,6.6,6.6,,15.8,15.8,27.25,27.25,,,0.1,1.586380165,0.0,0.0,0.1,0.0,1.6,0.06,,
