,I_BOWMN,I_BRR023,I_CMBIE,I_CMPFW,I_DER001,I_DER004,I_DHC021,I_ENGLB,I_FRDYC,I_FRNCH,I_JKSMD,I_LCBRF,I_MERLC,I_MFY013,I_NBLDB,I_NFY029,I_OGN005,I_RLLNS,I_SCOTF,I_SFD003,I_SFY007,I_SFY048,I_SLT009,I_SPLDG,I_WLF013
2007-01-31,2.82,3.62,1.19,0.61,0.85,0.97,2.13,0.0,1.41,0.58,1.4,1.76,1.5630211470278281,9.22,24.52,22.39,2.54,8.51,0.97,0.24,7.29,3.27,5.37,5.18,0.75
2007-02-28,8.25,19.21,6.32,3.26,4.78,5.46,6.36,19.98,3.43,1.69,4.39,5.0,7.465305761221602,23.84,47.64,48.94,5.73,24.1,5.46,1.37,24.65,9.86,17.71,12.28,3.98
2007-03-31,8.37,5.96,1.96,1.01,2.23,2.55,3.51,6.78,7.86,1.72,7.48,8.53,4.703332266516089,24.34,44.96,56.34,5.98,17.62,2.55,0.64,15.99,18.77,16.31,14.11,1.23
2007-04-30,9.84,3.71,1.22,0.63,1.57,1.79,1.62,4.56,13.7,2.02,12.2,9.4,1.857513020541539,20.4,25.16,51.58,0.18,9.73,1.79,0.45,5.08,24.46,9.18,11.8,0.77
2007-05-31,9.62,2.16,0.71,0.37,0.92,1.05,0.72,0.0,18.72,1.97,13.02,7.84,0.9236881993719912,16.47,17.86,52.98,0.79,7.66,1.05,0.26,3.02,23.41,6.36,10.23,0.45
2007-06-30,1.63,0.0,0.0,0.0,0.46,0.53,0.27,8.62,3.32,0.33,2.19,0.61,0.5152691863488384,4.07,4.13,17.39,0.65,3.72,0.53,0.13,2.7,2.32,1.87,3.03,0.0
2007-07-31,0.46,0.0,0.0,0.0,0.34,0.39,0.14,1.59,0.42,0.1,0.73,0.05,0.2524408459789171,2.22,3.03,9.91,0.3,2.99,0.39,0.1,2.76,0.53,0.85,2.06,0.0
2007-08-31,0.2,0.0,0.0,0.0,0.26,0.3,0.09,1.21,0.18,0.04,0.41,0.05,0.2081370352430021,1.59,2.85,7.9,0.17,1.83,0.3,0.07,1.86,0.53,0.53,2.48,0.0
2007-09-30,0.29,0.0,0.0,0.0,0.36,0.41,0.07,0.99,1.82,0.06,0.36,0.06,0.477795640800295,1.52,2.45,7.21,0.17,0.63,0.41,0.1,3.56,0.48,0.48,0.95,0.0
2007-10-31,1.7,1.64,0.54,0.28,1.63,1.86,0.68,4.22,2.17,0.35,0.9,0.26,0.944551959144312,2.57,5.25,9.59,0.42,0.0,1.86,0.47,3.34,0.84,1.17,2.0,0.34
2007-11-30,0.76,1.55,0.51,0.26,0.27,0.31,0.69,0.86,1.92,0.15,0.37,0.36,0.9915547163538162,2.16,6.26,8.34,0.37,2.58,0.31,0.08,2.79,0.53,0.8,1.92,0.32
2007-12-31,1.69,8.09,2.66,1.37,1.29,1.47,1.48,7.28,0.66,0.35,0.85,0.56,2.4807258795528915,4.13,9.65,9.76,1.29,6.61,1.47,0.37,6.65,0.7,1.28,3.49,1.67
2008-01-31,3.59,13.47,4.43,2.29,3.75,4.29,4.23,22.39,1.25,0.74,1.94,1.4,3.372935269432417,11.08,17.16,18.57,3.4,15.95,4.29,1.07,17.97,2.28,4.73,7.12,2.79
2008-02-29,2.55,14.87,4.89,2.52,3.75,4.29,3.97,21.02,1.18,0.52,1.21,1.61,5.029602511127401,14.87,24.76,22.24,4.99,20.7,4.29,1.07,21.1,2.66,4.07,6.2,3.08
2008-03-31,5.59,3.59,1.18,0.61,1.77,2.02,2.5,3.38,3.43,1.14,2.93,5.86,3.5552781025784523,22.17,36.16,38.42,4.86,17.16,2.02,0.51,14.85,11.44,13.98,12.97,0.74
2008-04-30,11.15,1.34,0.44,0.23,1.15,1.31,1.73,0.0,11.87,2.28,10.98,11.18,2.3443180512221993,23.06,38.15,53.75,2.96,11.87,1.31,0.33,9.33,26.65,19.09,15.38,0.28
2008-05-31,18.03,0.0,0.0,0.0,0.93,1.06,0.97,0.0,27.58,3.69,24.53,13.91,1.2614976542698102,25.37,28.21,84.91,1.72,5.55,1.06,0.27,6.47,38.75,19.37,19.01,0.0
2008-06-30,3.75,0.0,0.0,0.0,0.43,0.49,0.15,4.68,7.5,0.77,4.64,2.19,0.2960598952389439,6.24,4.11,23.58,0.18,5.98,0.49,0.12,3.06,7.13,3.43,3.67,0.0
2008-07-31,0.13,0.0,0.0,0.0,0.32,0.37,0.08,4.46,0.41,0.03,0.87,0.07,0.1531030464118608,2.16,2.63,10.04,0.18,3.35,0.37,0.09,3.18,0.49,1.04,2.34,0.0
2008-08-31,0.02,0.0,0.0,0.0,0.22,0.25,0.06,3.55,0.43,0.0,0.28,0.05,0.2532858415085429,1.49,2.51,7.54,0.11,2.71,0.25,0.06,2.62,0.44,0.53,1.89,0.0
2008-09-30,0.62,0.0,0.0,0.0,0.23,0.26,0.04,3.01,1.02,0.13,0.13,0.05,0.28370599383622874,0.97,1.99,6.25,0.08,1.47,0.26,0.07,2.66,0.53,0.39,0.0,0.0
2008-10-31,0.41,1.12,0.37,0.19,1.3,1.49,0.73,0.0,1.82,0.08,1.3,0.13,0.9522810494012157,1.65,3.79,6.87,0.36,0.0,1.49,0.37,4.58,0.56,0.7,0.0,0.23
2008-11-30,3.63,2.49,0.82,0.42,0.6,0.69,1.31,2.24,3.94,0.74,1.76,0.84,1.420128443827721,3.98,7.46,12.47,0.49,4.08,0.69,0.17,4.35,2.52,3.63,4.53,0.52
2008-12-31,1.38,4.62,1.52,0.78,0.78,0.89,1.59,3.26,0.68,0.28,0.99,0.39,2.255982478286649,3.49,7.63,9.16,0.66,4.53,0.89,0.22,5.28,0.79,1.32,2.67,0.96
2009-01-31,3.81,0.52,0.17,0.09,0.82,0.94,1.98,1.99,1.99,0.78,1.43,2.93,2.889528519968292,8.96,16.86,18.8,2.34,7.38,0.94,0.23,7.88,5.82,6.94,8.41,0.11
2009-02-28,7.92,14.29,4.7,2.43,3.9,4.46,12.02,17.65,3.07,1.62,4.27,5.28,9.123123021987581,21.86,37.95,40.37,5.14,22.54,4.46,1.11,28.54,9.87,16.76,13.6,2.96
2009-03-31,10.21,17.24,5.67,2.93,5.1,5.83,11.13,11.49,5.29,2.09,8.67,9.79,13.687151138841145,37.62,77.26,78.27,10.05,32.81,5.83,1.46,40.17,18.12,32.32,17.99,3.57
2009-04-30,12.12,4.44,1.46,0.75,1.39,1.59,2.88,0.0,13.76,2.48,15.07,14.75,3.2436223241449866,24.35,54.79,64.68,3.39,12.54,1.59,0.4,7.36,33.02,18.48,12.85,0.92
2009-05-31,27.05,6.93,2.28,1.18,3.03,3.46,1.8,0.0,39.35,5.54,33.78,21.74,2.169866146112689,40.92,53.66,129.86,5.42,22.79,3.46,0.87,20.53,63.23,26.12,24.86,1.43
2009-06-30,4.05,1.43,0.47,0.24,0.64,0.73,0.3,3.1,10.3,0.83,5.39,2.69,0.49426567313134484,7.28,8.72,29.9,0.69,6.32,0.73,0.18,2.04,10.4,3.05,4.32,0.3
2009-07-31,1.22,0.0,0.0,0.0,0.38,0.43,0.15,2.54,1.03,0.25,0.74,0.11,0.21813393974023398,2.75,4.23,12.27,0.3,4.06,0.43,0.11,1.0,0.52,1.11,3.53,0.0
2009-08-31,0.43,0.0,0.0,0.0,0.16,0.18,0.09,0.3,0.86,0.09,0.4,0.06,0.5792415903316197,1.83,3.68,8.8,0.14,4.17,0.18,0.05,1.51,0.44,0.66,2.04,0.0
2009-09-30,0.72,0.0,0.0,0.0,0.32,0.37,0.07,0.19,1.07,0.15,0.14,0.06,0.3114385030369178,1.4,2.59,6.96,0.12,3.08,0.37,0.09,1.14,0.41,0.45,0.22,0.0
2009-10-31,1.71,1.19,0.39,0.2,0.38,0.43,0.89,0.54,2.14,0.35,0.5,0.18,1.1039954195482196,2.3,4.82,9.11,0.29,3.91,0.43,0.11,2.83,0.75,1.29,2.05,0.25
2009-11-30,1.03,1.25,0.41,0.21,0.32,0.37,1.05,0.0,4.74,0.21,0.46,0.1,1.1350393490787827,2.03,6.14,7.75,0.29,4.44,0.37,0.09,2.57,0.42,1.05,1.73,0.26
2009-12-31,1.86,4.13,1.36,0.7,1.04,1.19,1.98,4.38,0.7,0.38,0.89,0.16,2.349143331684207,4.64,7.88,10.88,1.27,6.91,1.19,0.3,6.4,0.68,2.53,2.76,0.86
2010-01-31,3.9,15.02,4.94,2.55,3.6,4.11,10.35,17.2,1.39,0.8,1.44,1.27,10.089624028512567,12.74,23.16,24.26,3.96,16.96,4.11,1.03,19.92,2.88,7.29,7.39,3.11
2010-02-28,2.78,8.88,2.92,1.51,2.45,2.8,10.31,10.87,0.9,0.57,1.24,1.73,7.535072706402806,14.48,24.72,25.71,5.93,19.54,2.8,0.7,17.51,3.48,9.7,7.66,1.84
2010-03-31,5.93,10.61,3.49,1.8,3.23,3.69,8.03,0.0,3.31,1.22,3.22,6.05,9.414473156211486,20.67,44.3,42.16,7.46,23.61,3.69,0.92,20.57,11.45,16.28,11.33,2.2
2010-04-30,10.38,12.86,4.23,2.18,4.3,4.91,9.49,3.39,7.89,2.13,8.95,13.25,11.7052519808727,32.42,68.7,67.18,8.97,30.65,4.91,1.23,27.08,24.49,26.27,13.05,2.66
2010-05-31,18.47,6.08,2.0,1.03,2.53,2.89,4.16,0.0,19.63,3.78,22.76,21.28,3.659933257390279,35.58,76.12,99.36,7.03,23.31,2.89,0.72,20.05,49.98,28.63,13.63,1.26
2010-06-30,25.11,2.34,0.77,0.4,1.15,1.31,0.98,0.0,42.87,5.14,31.61,21.28,1.615663379958029,29.65,47.97,125.67,3.68,12.39,1.31,0.33,14.98,64.46,20.0,16.82,0.48
2010-07-31,2.54,0.76,0.25,0.13,0.64,0.73,0.26,2.36,6.07,0.52,3.19,1.22,0.37293078511840605,6.07,8.74,27.45,0.56,7.7,0.73,0.18,5.02,5.2,2.99,2.26,0.16
2010-08-31,0.42,0.0,0.0,0.0,0.17,0.19,0.12,1.04,0.28,0.09,0.37,0.1,0.8039385777303069,2.75,4.93,12.22,0.24,3.76,0.19,0.05,3.21,0.59,1.05,2.66,0.0
2010-09-30,0.14,0.0,0.0,0.0,0.37,0.42,0.1,0.14,0.62,0.03,0.17,0.11,0.37596005484883227,1.94,3.55,9.18,0.19,3.61,0.42,0.11,3.96,0.73,0.68,1.71,0.0
2010-10-31,5.74,2.68,0.88,0.45,0.96,1.1,1.24,3.76,7.06,1.17,2.83,2.55,1.460602062258395,6.33,10.39,17.73,0.89,7.27,1.1,0.27,4.74,7.38,2.93,6.73,0.55
2010-11-30,4.05,11.28,3.71,1.92,0.84,0.96,1.77,6.5,7.22,0.83,2.44,3.93,1.8906249400344364,8.94,15.95,19.02,2.07,11.29,0.96,0.24,7.46,7.85,3.52,4.16,2.33
2010-12-31,13.9,33.47,11.01,5.68,7.27,8.31,13.38,41.12,7.76,2.85,9.62,11.23,15.843698838732658,62.67,100.68,102.44,19.07,72.43,8.31,2.08,69.51,21.04,35.29,22.47,6.93
2011-01-31,4.65,16.51,5.43,2.8,3.6,4.11,6.65,0.0,3.49,0.95,4.25,5.73,4.263442777517387,21.82,61.94,47.85,7.14,23.42,4.11,1.03,20.81,10.34,12.28,8.28,3.42
2011-02-28,4.44,24.47,8.05,4.16,4.64,5.3,10.17,6.26,2.22,0.91,3.74,4.45,6.271949759587049,15.79,45.52,37.28,5.06,20.17,5.3,1.33,19.38,8.03,12.3,5.94,5.06
2011-03-31,8.2,57.7,18.98,9.8,15.31,17.5,26.87,56.83,3.07,1.68,6.17,5.72,26.141045509133942,63.59,129.0,100.53,14.36,104.11,17.5,4.37,112.3,10.46,28.76,13.97,11.94
2011-04-30,14.87,11.7,3.85,1.99,5.87,6.71,15.24,0.0,11.64,3.04,15.13,17.85,17.931818181862937,62.78,140.93,138.35,11.06,55.48,6.71,1.68,64.67,35.44,44.16,22.26,2.42
2011-05-31,22.37,6.35,2.09,1.08,2.44,2.79,7.21,5.08,25.41,4.58,30.35,23.92,5.939067690740032,46.03,95.37,144.19,2.02,28.55,2.79,0.7,33.66,58.12,39.65,19.93,1.31
2011-06-30,31.77,4.2,1.38,0.71,1.14,1.3,1.94,0.0,55.12,6.51,48.0,31.67,3.055106923056741,42.27,76.34,182.86,1.62,17.71,1.3,0.33,34.18,90.3,35.99,13.07,0.87
2011-07-31,13.28,0.88,0.29,0.15,0.0,0.0,0.51,0.0,37.97,2.72,16.26,10.79,0.6680688434152273,13.92,33.25,83.32,1.31,10.14,0.0,0.0,8.49,39.44,7.58,0.54,0.18
2011-08-31,1.04,0.0,0.0,0.0,5.74,6.56,0.17,1.29,3.84,0.21,1.41,0.38,1.5574153161693265,4.68,11.13,22.34,0.2,3.53,6.56,1.64,4.69,1.94,1.7,1.31,0.0
2011-09-30,0.69,0.09,0.03,0.02,0.59,0.67,0.13,3.33,2.15,0.14,0.55,0.15,0.3591725032742801,2.71,5.9,13.45,0.34,1.49,0.67,0.17,4.23,1.0,1.08,0.76,0.02
2011-10-31,2.2,2.13,0.7,0.36,1.36,1.55,0.98,3.17,4.47,0.45,0.82,0.6,1.2373910051477888,3.62,9.59,14.78,0.46,1.61,1.55,0.39,3.53,2.13,1.7,3.88,0.44
2011-11-30,1.02,1.73,0.57,0.29,0.53,0.61,1.19,0.0,2.73,0.21,0.53,0.81,1.4548349992219605,3.16,10.78,12.77,0.44,1.84,0.61,0.15,2.95,1.66,1.49,1.97,0.36
2011-12-31,0.37,1.12,0.37,0.19,0.4,0.46,1.4,0.0,0.58,0.08,0.32,0.32,2.098824100197229,2.64,12.79,11.06,0.36,3.96,0.46,0.11,2.6,0.65,1.09,0.93,0.23
2012-01-31,4.05,4.04,1.33,0.69,1.33,1.52,2.52,2.38,2.44,0.83,1.7,2.18,2.8958970517370464,6.42,20.47,19.47,1.51,10.29,1.52,0.38,5.29,4.26,3.97,6.1,0.84
2012-02-29,2.14,1.92,0.63,0.33,0.33,0.38,1.87,0.0,1.61,0.44,1.15,1.93,1.313373479270072,4.53,16.0,14.28,1.15,4.48,0.38,0.09,3.23,3.68,3.7,3.43,0.4
2012-03-31,10.66,30.86,10.15,5.24,8.21,9.38,11.01,44.8,5.57,2.18,5.92,9.88,10.65387208052015,42.25,75.0,75.2,10.75,48.85,9.38,2.35,45.74,18.29,30.49,17.07,6.38
2012-04-30,18.11,22.86,7.52,3.88,5.44,6.22,7.07,10.0,18.32,3.71,19.34,18.58,8.84802019595671,45.32,82.64,106.81,7.82,38.06,6.22,1.55,37.93,44.75,28.98,18.5,4.73
2012-05-31,13.29,3.68,1.21,0.62,1.54,1.76,1.66,0.0,25.35,2.72,18.82,11.97,1.845623522708248,23.72,35.75,89.59,3.49,15.01,1.76,0.44,11.0,36.8,12.37,3.06,0.76
2012-06-30,3.42,0.79,0.26,0.13,0.58,0.66,0.34,6.29,5.81,0.7,3.32,1.18,0.6078342295873433,7.41,7.28,28.15,0.4,7.8,0.66,0.17,5.86,4.86,3.51,2.03,0.16
2012-07-31,0.37,0.0,0.0,0.0,0.16,0.18,0.15,5.56,1.58,0.08,0.76,0.14,0.24347920695965186,3.05,4.41,13.05,0.31,4.32,0.18,0.05,3.49,0.58,1.19,1.79,0.0
2012-08-31,0.51,0.0,0.0,0.0,0.0,0.0,0.08,2.11,0.67,0.1,0.31,0.12,0.4029676807486382,1.91,3.68,9.03,0.2,3.28,0.0,0.0,2.11,0.6,0.65,2.14,0.0
2012-09-30,0.8,0.0,0.0,0.0,0.0,0.0,0.07,1.9,1.95,0.16,0.08,0.08,0.38811609553449244,1.54,2.62,7.14,0.15,1.87,0.0,0.0,1.57,0.54,0.48,0.84,0.0
2012-10-31,1.83,2.19,0.72,0.37,0.27,0.31,0.83,1.43,2.41,0.37,0.57,0.14,1.0688230236866918,2.04,4.38,8.15,0.28,0.97,0.31,0.08,1.94,0.59,0.82,1.69,0.45
2012-11-30,12.65,2.61,0.86,0.44,2.7,3.09,3.58,3.8,5.48,2.59,4.84,6.1,4.626780232843728,14.29,29.34,37.98,1.95,13.56,3.09,0.77,7.78,12.44,12.28,14.57,0.54
2012-12-31,16.01,47.21,15.53,8.02,10.11,11.55,18.83,15.12,11.12,3.28,15.01,14.11,17.35980853940473,42.62,106.21,103.79,9.87,48.81,11.55,2.89,53.41,27.53,33.95,24.41,9.77
2013-01-31,3.48,7.63,2.51,1.3,2.06,2.35,4.48,0.0,3.19,0.71,2.85,2.24,5.485600430595625,14.16,29.61,33.08,5.21,15.27,2.35,0.59,14.85,5.37,7.78,5.91,1.58
2013-02-28,1.62,4.8,1.58,0.82,0.97,1.11,3.12,2.71,3.61,0.33,2.4,2.16,3.8214324413074543,10.36,18.9,26.16,3.34,8.66,1.11,0.28,8.16,5.17,7.36,4.17,0.99
2013-03-31,7.85,4.13,1.36,0.7,1.12,1.28,2.8,20.47,7.81,1.61,7.21,6.21,3.0015018179342126,15.86,11.82,40.48,3.41,10.72,1.28,0.32,8.88,16.36,14.97,8.13,0.86
2013-04-30,9.49,3.16,1.04,0.54,0.0,0.0,1.44,5.42,15.86,1.94,12.66,9.5,1.6644780460599762,16.23,17.54,51.62,2.74,7.7,0.0,0.0,2.94,27.57,10.32,5.6,0.65
2013-05-31,5.33,0.82,0.27,0.14,2.13,2.43,0.39,4.78,12.63,1.09,7.4,3.7,0.6717965506115818,6.98,7.43,29.77,0.81,3.89,2.43,0.61,1.09,13.34,3.39,3.86,0.17
2013-06-30,2.21,0.91,0.3,0.15,0.0,0.0,0.19,7.08,2.77,0.45,1.58,0.42,0.3057942936171827,3.2,3.65,13.71,0.52,4.16,0.0,0.0,1.85,1.82,1.7,2.65,0.19
2013-07-31,1.62,0.0,0.0,0.0,0.11,0.13,0.14,5.32,1.71,0.33,0.57,0.12,0.19490614236938342,1.92,2.79,8.59,0.24,2.56,0.13,0.03,0.07,0.51,0.78,2.28,0.0
2013-08-31,1.01,0.0,0.0,0.0,0.04,0.05,0.09,3.66,1.04,0.21,0.22,0.09,0.5339483092945301,1.41,2.67,6.54,0.14,3.85,0.05,0.01,0.3,0.47,0.42,0.5,0.0
2013-09-30,0.94,0.03,0.01,0.01,0.02,0.02,0.08,4.73,0.7,0.19,0.4,0.08,0.40223403857882545,1.66,2.22,6.75,0.21,0.0,0.02,0.01,1.46,0.53,0.61,3.75,0.01
2013-10-31,0.46,0.0,0.0,0.0,0.65,0.74,0.57,3.36,5.29,0.09,0.0,0.12,0.13138912882232606,1.48,3.19,6.59,0.17,0.0,0.74,0.19,1.11,0.51,0.49,6.4,0.0
2013-11-30,0.71,1.03,0.34,0.18,0.79,0.9,0.78,1.22,0.11,0.15,0.28,0.08,0.11394837911151465,1.73,4.5,6.88,0.25,0.0,0.9,0.23,1.45,0.36,0.57,3.53,0.21
2013-12-31,0.36,0.85,0.28,0.14,0.43,0.49,0.9,0.0,0.12,0.07,0.26,0.04,0.1179911391987469,1.88,6.71,7.21,0.25,0.0,0.49,0.12,1.8,0.19,0.55,3.26,0.18
2014-01-31,1.15,0.91,0.3,0.15,0.39,0.45,0.92,0.0,0.48,0.24,0.56,0.3,0.12346131828419205,1.98,6.96,7.39,0.23,0.0,0.45,0.11,1.35,0.66,0.66,4.14,0.19
2014-02-28,10.23,13.86,4.56,2.35,2.91,3.33,2.35,11.87,5.09,2.1,4.41,7.0,1.1898480556883269,18.84,30.67,34.78,3.68,18.23,3.33,0.83,11.64,13.32,9.4,14.51,2.87
2014-03-31,8.4,12.68,4.17,2.15,3.12,3.57,4.41,28.16,6.78,1.72,6.54,8.47,1.9961023324042455,24.49,31.11,50.06,4.95,18.12,3.57,0.89,16.37,17.88,19.88,11.29,2.62
2014-04-30,8.65,8.94,2.94,1.52,1.6,1.83,1.65,14.76,11.63,1.77,8.9,9.76,0.5527038702217726,19.12,15.02,46.75,2.59,11.17,1.83,0.46,7.28,26.23,10.9,8.82,1.85
2014-05-31,4.99,1.82,0.6,0.31,0.73,0.83,0.27,6.62,11.13,1.02,6.35,4.98,0.1157244842234677,7.82,5.13,26.18,0.71,0.16,0.83,0.21,0.56,16.81,3.33,6.68,0.38
2014-06-30,0.62,0.0,0.0,0.0,0.15,0.17,0.12,5.89,1.38,0.13,0.81,0.31,0.05026807912346687,2.48,1.48,10.12,0.28,0.0,0.17,0.04,1.41,1.34,0.96,6.71,0.0
2014-07-31,0.64,0.12,0.04,0.02,0.08,0.09,0.07,3.48,0.21,0.13,0.46,0.11,0.025824180716181644,1.46,1.55,7.2,0.12,0.0,0.09,0.02,0.63,0.46,0.45,4.19,0.03
2014-08-31,0.86,0.0,0.0,0.0,0.0,0.0,0.07,1.56,0.32,0.18,0.51,0.1,0.020899389426884518,1.29,1.57,6.12,0.11,0.53,0.0,0.0,0.19,0.45,0.33,3.62,0.0
2014-09-30,1.2,0.27,0.09,0.05,0.02,0.02,0.04,2.05,1.39,0.25,0.29,0.06,0.10394798323978627,1.08,1.31,5.24,0.1,0.38,0.02,0.01,0.09,0.41,0.28,1.77,0.06
2014-10-31,0.85,0.58,0.19,0.1,0.27,0.31,0.53,3.0,3.05,0.17,0.34,0.08,0.16194326335846357,1.48,2.54,5.99,0.16,0.0,0.31,0.08,2.96,0.37,0.63,0.92,0.12
2014-11-30,2.16,1.37,0.45,0.23,0.62,0.71,0.81,3.63,0.86,0.44,0.82,0.25,0.3017756427978181,2.67,4.16,7.76,0.54,1.9,0.71,0.18,1.79,0.82,1.51,2.48,0.28
2014-12-31,12.76,22.95,7.55,3.9,4.76,5.44,7.81,25.14,7.75,2.61,6.79,8.06,2.7947908172879106,24.33,38.8,51.14,6.43,25.18,5.44,1.36,19.98,15.45,17.23,16.3,4.75
2015-01-31,3.19,2.71,0.89,0.46,0.58,0.66,1.79,0.0,3.14,0.65,2.8,3.11,0.9249533014012683,7.09,15.0,19.82,1.72,6.87,0.66,0.17,3.02,6.51,6.29,3.55,0.56
2015-02-28,10.14,6.81,2.24,1.16,1.68,1.92,3.16,21.54,10.42,2.08,11.25,7.76,1.2222126875841042,17.8,16.82,49.92,2.99,15.54,1.92,0.48,13.17,20.24,18.97,12.6,1.41
2015-03-31,2.79,2.22,0.73,0.38,0.57,0.65,0.89,8.24,6.0,0.57,4.29,2.83,0.23154142418012924,5.36,4.0,18.76,1.19,5.66,0.65,0.16,2.91,7.98,3.85,3.46,0.46
2015-04-30,2.85,1.37,0.45,0.23,0.63,0.72,0.42,8.96,5.39,0.58,3.28,1.96,0.18197241716084633,4.19,1.93,14.92,0.92,1.68,0.72,0.18,2.6,6.72,2.87,4.91,0.28
2015-05-31,2.71,0.15,0.05,0.03,0.62,0.71,0.2,6.09,4.68,0.55,2.67,1.36,0.10627072649410074,3.62,1.38,12.45,0.52,0.0,0.71,0.18,1.98,5.0,1.4,7.81,0.03
2015-06-30,0.87,0.0,0.0,0.0,0.41,0.47,0.12,4.16,1.16,0.18,0.9,0.25,0.057709508012761646,1.98,1.01,7.43,0.22,0.0,0.47,0.12,1.9,1.1,0.73,7.33,0.0
2015-07-31,0.53,0.91,0.3,0.15,0.0,0.0,0.08,0.0,0.69,0.11,0.84,0.13,0.022171565496208245,1.16,1.12,5.68,0.1,0.0,0.0,0.0,1.32,0.54,0.4,6.04,0.19
2015-08-31,0.6,1.52,0.5,0.26,0.0,0.0,0.05,3.82,0.57,0.12,0.27,0.06,0.10273428517581173,0.91,1.11,4.45,0.05,0.97,0.0,0.0,0.89,0.32,0.26,1.7,0.31
2015-09-30,0.63,0.24,0.08,0.04,0.0,0.0,0.04,0.73,1.14,0.13,0.07,0.04,0.03547124411435387,0.9,0.91,4.12,0.05,0.81,0.0,0.0,2.73,0.29,0.24,0.0,0.05
2015-10-31,1.14,0.06,0.02,0.01,0.71,0.81,0.62,0.0,1.31,0.23,0.28,0.11,0.24582058424854092,1.1,3.09,4.86,0.09,0.0,0.81,0.2,2.16,0.45,0.33,0.0,0.01
2015-11-30,1.58,1.16,0.38,0.2,0.59,0.67,0.83,0.38,1.29,0.32,0.36,0.14,0.6253753838039119,1.71,3.48,5.92,0.25,5.72,0.67,0.17,0.0,0.59,0.68,0.0,0.24
2015-12-31,7.07,8.06,2.65,1.37,2.76,3.15,3.04,16.35,3.22,1.45,2.54,1.88,4.435586742541014,12.39,16.75,24.34,3.44,15.1,3.15,0.79,11.63,4.43,7.02,8.73,1.67
2016-01-31,13.03,26.36,8.67,4.48,7.06,8.07,13.16,34.8,5.9,2.67,6.38,7.09,9.046018986955119,43.42,63.29,68.99,11.22,43.31,8.07,2.02,38.41,13.5,30.55,18.12,5.45
2016-02-29,7.85,10.43,3.43,1.77,2.09,2.39,6.64,0.0,6.24,1.61,7.82,7.97,6.545258286901088,23.7,63.76,55.25,6.54,16.94,2.39,0.6,16.09,14.52,18.56,12.35,2.16
2016-03-31,21.78,41.5,13.65,7.05,13.09,14.96,21.53,35.39,14.13,4.46,21.24,14.96,14.44820855767535,81.35,148.63,163.74,15.65,75.35,14.96,3.74,83.18,32.01,64.43,28.17,8.59
2016-04-30,16.72,8.54,2.81,1.45,0.0,0.0,2.16,0.0,22.51,3.42,23.39,13.82,1.5984176865130877,26.03,54.62,99.61,3.86,15.21,0.0,0.0,21.74,36.37,17.77,13.59,1.77
2016-05-31,15.84,2.25,0.74,0.38,7.94,9.07,0.65,0.0,31.55,3.24,21.66,12.08,1.128330619092857,18.06,36.66,86.82,2.67,6.14,9.07,2.27,9.06,37.04,7.95,12.28,0.47
2016-06-30,4.54,1.49,0.49,0.25,0.0,0.0,0.28,0.0,12.56,0.93,5.5,2.82,0.4926745530423844,6.21,13.16,34.91,0.9,2.88,0.0,0.0,1.92,10.82,2.55,7.49,0.31
2016-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.14,4.81,1.61,0.0,0.7,0.18,0.3579261350900893,2.61,5.82,13.39,0.27,0.0,0.0,0.0,2.51,0.73,0.89,8.8,0.0
2016-08-31,1.33,0.0,0.0,0.0,0.11,0.13,0.07,4.38,0.42,0.27,0.26,0.1,0.4852639216447372,1.72,4.23,8.96,0.13,0.0,0.13,0.03,0.0,0.59,0.48,7.35,0.0
2016-09-30,2.0,0.0,0.0,0.0,0.24,0.27,0.08,3.95,0.17,0.41,0.01,0.09,0.14398674537399359,1.42,3.09,7.25,0.11,0.0,0.27,0.07,0.0,0.64,0.37,2.29,0.0
2016-10-31,9.22,3.5,1.15,0.59,2.87,3.28,2.1,3.14,11.07,1.89,4.05,4.64,0.8501589945745207,8.41,13.11,23.32,0.26,1.22,3.28,0.82,4.54,11.91,5.04,14.53,0.72
2016-11-30,5.48,7.17,2.36,1.22,1.44,1.65,3.3,8.6,5.86,1.12,3.95,5.06,6.085760880913822,11.58,21.09,27.06,3.86,10.12,1.65,0.41,8.44,9.86,6.52,8.66,1.48
2016-12-31,26.51,26.72,8.79,4.54,7.95,9.09,22.46,0.0,18.48,5.43,20.28,23.44,16.853567627763482,62.02,103.94,106.87,10.96,53.04,9.09,2.27,31.26,42.85,36.2,26.92,5.53
2017-01-31,16.07,64.11,21.09,10.89,24.04,27.47,44.8,70.68,17.69,3.29,27.39,20.07,16.5619641281083,120.53,244.78,191.6,21.63,142.49,27.47,6.87,137.53,37.85,53.6,34.72,13.27
2017-02-28,27.49,57.88,19.04,9.83,26.26,30.01,47.13,10.32,19.32,5.63,35.31,19.13,50.808005414841695,168.4,344.83,292.24,42.45,163.47,30.01,7.5,209.44,44.3,96.3,26.39,11.98
2017-03-31,15.7,30.04,9.88,5.1,7.0,8.0,9.84,0.0,9.79,3.22,19.34,10.26,9.709306765911833,33.15,125.99,135.21,15.62,39.14,8.0,2.0,60.65,24.63,34.73,20.99,6.21
